"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-21","10.29",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","66",",,W","40",",,W","  340",",,W","  340",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-22","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","41","H,,S","49",",,W","33",",,W","   60",",,W","   60",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-23","11.18",",,W",,,"0.83",",,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","47",",,W","37",",,W","   20",",,W","   80",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-24","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","58",",,W","41",",,W","  340",",,W","  350",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-25","12.08",",,W",,,"0.04",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","49",",,W","39",",,W","   50",",,W","   60",",,W","25.1",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-26","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","59",",,W","33",",,W","  210",",,W","  200",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-27","6.71",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","70",",,W","49",",,W","  330",",,W","  320",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-28","7.16",",,W",,,"0.57",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","56",",,W","48",",,W","  340",",,W","   80",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-29","7.83",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","55",",,W","48",",,W","   70",",,W","   80",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-30","6.04",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","64",",,W","45",",,W","  340",",,W","  160",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-03-31","9.40",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","49",",,W","42",",,W","  100",",,W","  100",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-01","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","57",",,W","40",",,W","  330",",,W","   10",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-02","17.45",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","60",",,W","36",",,W","  320",",,W","  300",",,W","32.0",",,W","42.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-03","18.12",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","58",",,W","47",",,W","  320",",,W","   10",",,W","29.1",",,W","38.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-04","6.04",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","57",",,W","47",",,W","   30",",,W","   20",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-05","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","68",",,W","47",",,W","  240",",,W","  250",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-06","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","68",",,W","48",",,W","  300",",,W","  320",",,W","17.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-07","5.59",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","63",",,W","44",",,W","  170",",,W","  160",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-08","11.18",",,W",,,"0.21",",,W,2400","0.0",",,W,","0.0",",,W,","63","H,,S","76",",,W","50",",,W","  330",",,W","  330",",,W","23.9",",,W","33.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-09","13.65",",,W",,,"0.07",",,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","68",",,W","39",",,W","  310",",,W","  300",",,W","52.1",",,W","57.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-10","21.70",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","46","H,,S","52",",,W","40",",,W","  290",",,W","  290",",,W","38.0",",,W","48.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-11","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","59",",,W","35",",,W","  290",",,W","  310",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-12","8.50",",,W",,,"0.16",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","69",",,W","36",",,W","  170",",,W","  170",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-13","16.78",",,W",,,"1.88",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","73",",,W","52",",,W","  280",",,W","  290",",,W","30.0",",,W","40.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-14","10.74",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","59",",,W","43",",,W","  320",",,W","  320",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-15","10.51",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","53",",,W","39",",,W","  320",",,W","  330",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-16","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","51",",,W","36",",,W","  320",",,W","  300",",,W","23.0",",,W","36.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-17","7.16",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","53",",,W","29",",,W","  160",",,W","  160",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-18","9.17",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","51",",,W","35",",,W","  330",",,W","  340",",,W","28.0",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-19","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","62",",,W","31",",,W","  210",",,W","  220",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-20","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","61",",,W","46",",,W","   40",",,W","   40",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-21","14.32",",,W",,,"0.25",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","65",",,W","38",",,W","  300",",,W","  290",",,W","35.1",",,W","46.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-22","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","57",",,W","34",",,W","  290",",,W","  300",",,W","28.0",",,W","36.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-23","7.38",",,W",,,"0.66",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","58",",,W","40",",,W","  170",",,W","  170",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-24","9.84",",,W",,,"0.41",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","53",",,W","47",",,W","   50",",,W","   50",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-25","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","67",",,W","41",",,W","  180",",,W","  180",",,W","21.0",",,W","27.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-26","10.51",",,W",,,"0.11",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","52",",,W","46",",,W","   50",",,W","   70",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-27","12.97",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","57",",,W","40",",,W","  310",",,W","  310",",,W","25.9",",,W","36.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-28","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","64",",,W","38",",,W","  220",",,W","  230",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-29","11.41",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","58","H,,S","71",",,W","50",",,W","  100",",,W","  100",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-04-30","19.91",",,W",,,"0.47",",,W,2400","0.0",",,W,","0.0",",,W,","63","H,,S","69",",,W","58",",,W","  150",",,W","  150",",,W","46.1",",,W","59.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-01","9.84",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","70",",,W","55",",,W","  290",",,W","  290",",,W","23.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-02","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","74",",,W","49",",,W","  330",",,W","  300",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-03","6.71",",,W",,,"0.20",",,W,2400","0.0",",,W,","0.0",",,W,","65","H,,S","78",",,W","56",",,W","  240",",,W","  220",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-04","12.97",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,","67","H,,S","75",",,W","48",",,W","  320",",,W","  310",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-05","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","61",",,W","44",",,W","  300",",,W","  280",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-06","7.16",",,W",,,"0.12",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","54",",,W","45",",,W","   30",",,W","   80",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-07","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","65",",,W","43",",,W","  330",",,W","  290",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-08","8.72",",,W",,,"0.33",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","55",",,W","37",",,W","  320",",,W","  320",",,W","29.1",",,W","38.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-09","17.00",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","49",",,W","33",",,W","  270",",,W","  280",",,W","30.0",",,W","38.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-10","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","63",",,W","35",",,W","  260",",,W","  240",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-11","12.75",",,W",,,"0.06",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","62",",,W","42",",,W","  300",",,W","  300",",,W","31.1",",,W","38.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-12","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","61",",,W","40",",,W","  290",",,W","  280",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-13","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","66",",,W","37",",,W","  290",",,W","  270",",,W","15.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-14","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","70",",,W","40",",,W","  160",",,W","  160",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-15","10.96",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,","71","H,,S","84",",,W","60",",,W","  200",",,W","  200",",,W","21.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-16","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","73","H,,S","79",",,W","59",",,W","   20",",,W","   10",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-17","9.17",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","69",",,W","54",",,W","  110",",,W","  130",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-18","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","60","H,,S","70",",,W","53",",,W","   60",",,W","   60",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-19","16.11",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","60","H,,S","69",",,W","52",",,W","   70",",,W","   80",",,W","33.1",",,W","42.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-20","14.09",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","64",",,W","46",",,W","   70",",,W","   90",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-21","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","57","H,,S","72",",,W","45",",,W","  160",",,W","  170",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-22","6.49",",,W",,,"0.98",",,W,2400","0.0",",,W,","0.0",",,W,","62","H,,S","69",",,W","56",",,W","  120",",,W","  130",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-23","6.71",",,W",,,"0.64",",,W,2400","0.0",",,W,","0.0",",,W,","69","H,,S","79",",,W","59",",,W","   80",",,W","   40",",,W","19.9",",,W","27.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-24","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","70",",,W","54",",,W","   40",",,W","   90",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-25","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","63","H,,S","72",",,W","57",",,W","  170",",,W","  140",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-26","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","65","H,,S","77",",,W","57",",,W","  160",",,W","  160",",,W","16.1",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-27","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","67","H,,S","78",",,W","59",",,W","  170",",,W","  170",",,W","18.1",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-28","10.51",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,","70","H,,S","78",",,W","66",",,W","  160",",,W","  170",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-29","9.40",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","75","H,,S","85",",,W","68",",,W","  150",",,W","  210",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-30","8.72",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","74","H,,S","82",",,W","65",",,W","  320",",,W","  310",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-05-31","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","66","H,,S","72",",,W","54",",,W","  300",",,W","  320",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-01","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","61","H,,S","73",",,W","46",",,W","  280",",,W","  330",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-02","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","64","H,,S","73",",,W","55",",,W","  210",",,W","  230",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-03","8.72",",,W",,,"0.18",",,W,2400","0.0",",,W,","0.0",",,W,","75","H,,S","89",",,W","63",",,W","  330",",,W","  320",",,W","29.1",",,W","40.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-04","6.71",",,W",,,"0.52",",,W,2400","0.0",",,W,","0.0",",,W,","76","H,,S","87",",,W","65",",,W","  290",",,W","  290",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-05","5.82",",,W",,,"0.50",",,W,2400","0.0",",,W,","0.0",",,W,","75","H,,S","86",",,W","68",",,W","  210",",,W","  230",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-06","8.72",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","77","H,,S","89",",,W","67",",,W","  300",",,W","  280",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-07","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","72","H,,S","80",",,W","59",",,W","  350",",,W","  350",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-08","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","68","H,,S","80",",,W","54",",,W","  310",",,W","  330",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-09","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","73","H,,S","85",",,W","59",",,W","  170",",,W","  180",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-10","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","78","H,,S","88",",,W","68",",,W","  160",",,W","  160",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013781","WILMINGTON NEW CASTLE CO AIRPORT, DE US","39.6744","-75.60567","24.1","2020-06-11","9.62",",,W",,,"1.06",",,W,2400","0.0",",,W,","0.0",",,W,","77","H,,S","79",",,W","70",",,W","  190",",,W","  200",",,W","21.0",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
